Wall time,Step,Value
1615722248.8889194,1,70.46125030517578
1615722286.7550602,2,83.96499633789062
1615722321.3603125,3,86.22374725341797
1615722356.0847716,4,87.58999633789062
1615722390.7968464,5,88.625
1615722425.6906366,6,88.33499908447266
1615722460.405577,7,90.15249633789062
1615722495.2606087,8,88.76000213623047
1615722530.2069185,9,90.40249633789062
1615722564.9618344,10,90.26374816894531
1615722599.671962,11,89.88874816894531
1615722634.569009,12,89.62124633789062
1615722669.4395742,13,91.35749816894531
1615722704.082873,14,91.3125
1615722738.9712913,15,91.55000305175781
1615722773.869358,16,90.45124816894531
1615722808.664794,17,90.80874633789062
1615722843.4176855,18,92.0
1615722878.0850008,19,91.69249725341797
1615722912.9115455,20,92.27249908447266
1615722947.6408598,21,92.91124725341797
1615722982.4638665,22,94.27249908447266
1615723017.1845927,23,93.88874816894531
1615723051.9070857,24,93.875
1615723086.534507,25,93.86624908447266
1615723121.2062187,26,94.34375
1615723155.947478,27,94.09375
1615723190.4707232,28,94.65249633789062
1615723225.0945146,29,94.125
1615723259.6862733,30,94.92874908447266
1615723294.375601,31,94.95999908447266
1615723328.9368618,32,94.01374816894531
1615723363.507237,33,94.34375
1615723398.260531,34,95.30374908447266
1615723432.956589,35,94.0
1615723467.731494,36,94.5625
1615723502.3840837,37,94.28624725341797
1615723537.126403,38,94.77249908447266
1615723571.6908958,39,95.02249908447266
1615723606.355575,40,94.96875
1615723641.1178603,41,95.45124816894531
1615723675.9421847,42,95.41124725341797
1615723710.663874,43,96.03125
1615723745.392728,44,96.03125
1615723780.1895835,45,96.45999908447266
1615723814.7724721,46,96.25
1615723849.3597093,47,96.5
1615723883.8553264,48,96.41999816894531
1615723918.5313807,49,96.34375
1615723953.181419,50,96.1875
1615723987.8613722,51,96.34375
1615724022.52163,52,96.30374908447266
1615724057.137992,53,96.5625
1615724091.770347,54,96.27249908447266
1615724126.399916,55,96.67874908447266
1615724160.951349,56,96.3125
1615724195.5465605,57,96.3125
1615724230.020868,58,96.74124908447266
1615724264.6653636,59,96.57624816894531
1615724299.2826955,60,96.29499816894531
1615724333.7989545,61,96.80374908447266
1615724368.465872,62,96.83499908447266
1615724403.1824377,63,97.03125
1615724437.8684533,64,97.28125
1615724472.3915858,65,97.3125
1615724507.0387857,66,97.20999908447266
1615724541.6824439,67,97.09375
1615724576.3122554,68,97.15625
1615724610.8666785,69,97.4375
1615724645.4744966,70,97.32624816894531
