Wall time,Step,Value
1615635236.0611775,1,61.001251220703125
1615635261.3549592,2,80.02249908447266
1615635286.620495,3,82.53250122070312
1615635311.9528644,4,85.58999633789062
1615635337.4250839,5,85.19249725341797
1615635362.8551762,6,86.33499908447266
1615635388.1199358,7,86.48750305175781
1615635413.5062244,8,87.43374633789062
1615635438.9127448,9,86.69249725341797
1615635464.2117045,10,88.25499725341797
1615635489.461859,11,87.70124816894531
1615635514.7725093,12,88.73750305175781
1615635540.017808,13,88.58499908447266
1615635565.2859561,14,88.97374725341797
1615635590.5340776,15,88.77249908447266
1615635615.6932209,16,89.01374816894531
1615635640.8777602,17,89.77249908447266
1615635666.1075327,18,89.96875
1615635691.2828782,19,89.16999816894531
1615635716.5223598,20,90.04499816894531
1615635741.7224784,21,90.80374908447266
1615635766.81786,22,91.95124816894531
1615635791.8689246,23,91.14375305175781
1615635817.081241,24,91.82624816894531
1615635842.2488458,25,92.11624908447266
1615635867.2903385,26,91.73249816894531
1615635892.2366107,27,92.65625
1615635917.5016036,28,91.75499725341797
1615635942.719613,29,91.83999633789062
1615635967.919984,30,91.87999725341797
1615635992.8566153,31,92.26374816894531
1615636017.9179366,32,92.01374816894531
1615636042.9161909,33,93.1875
1615636068.002186,34,92.72374725341797
1615636093.0110343,35,92.26374816894531
1615636118.0999453,36,92.09874725341797
1615636143.343999,37,91.46875
1615636168.5809956,38,92.25
1615636193.5924616,39,92.92874908447266
1615636218.7218897,40,92.45124816894531
1615636243.836001,41,93.52249908447266
1615636269.0698867,42,93.59375
1615636294.074121,43,93.94249725341797
1615636319.16716,44,94.07624816894531
1615636344.283777,45,94.30374908447266
1615636369.2193992,46,94.39749908447266
1615636394.3708758,47,94.19249725341797
1615636419.2937183,48,94.12999725341797
1615636444.566551,49,94.82624816894531
1615636469.6583908,50,94.01374816894531
1615636494.7539287,51,94.35749816894531
1615636519.7929208,52,93.80374908447266
1615636544.9255676,53,94.70124816894531
1615636570.070257,54,94.49124908447266
1615636595.0634556,55,94.66999816894531
1615636620.2763865,56,94.09375
1615636645.7395604,57,94.44249725341797
1615636671.1405041,58,94.35749816894531
1615636696.0815241,59,94.10749816894531
1615636721.0543852,60,95.125
1615636746.219981,61,95.71875
1615636771.2712917,62,95.48249816894531
1615636796.3592148,63,95.58499908447266
1615636821.3205576,64,95.36624908447266
1615636846.2450628,65,95.6875
1615636871.342771,66,95.68374633789062
1615636896.30027,67,95.25
1615636921.2760668,68,95.38874816894531
1615636946.219005,69,95.86624908447266
1615636971.1863601,70,95.4375
1615636996.0562046,71,95.52249908447266
1615637020.9871922,72,95.0625
1615637046.134039,73,95.63874816894531
1615637071.1953003,74,95.30374908447266
1615637096.200891,75,95.74124908447266
1615637121.331798,76,95.6875
1615637146.2735589,77,95.86624908447266
1615637171.035314,78,95.51374816894531
1615637195.9539971,79,95.8125
1615637220.9753964,80,95.41999816894531
1615637245.9982498,81,96.65625
1615637270.9348176,82,96.08499908447266
1615637295.6991827,83,96.09375
1615637320.6515312,84,96.875
1615637345.5154438,85,96.17874908447266
1615637370.5155847,86,96.41999816894531
1615637395.5908902,87,96.55374908447266
1615637420.60789,88,95.95999908447266
1615637445.3888342,89,96.1875
1615637470.272168,90,96.64749908447266
1615637495.1671433,91,96.375
1615637520.1376405,92,96.74124908447266
1615637545.1058352,93,96.39749908447266
1615637570.0611148,94,96.63874816894531
1615637594.9715102,95,96.48249816894531
1615637619.9671457,96,96.3125
1615637644.924407,97,96.34375
1615637669.992852,98,96.36624908447266
1615637695.0792882,99,96.65625
1615637720.1009119,100,96.625
1615637744.8652608,101,96.75
1615637769.9585137,102,96.74124908447266
1615637794.7621758,103,96.73249816894531
1615637819.646852,104,96.58499908447266
1615637844.6060898,105,96.64749908447266
1615637869.4838617,106,96.96875
1615637894.2759585,107,97.1875
1615637918.9468849,108,96.84375
1615637943.74735,109,96.66999816894531
1615637968.7210927,110,96.64749908447266
1615637993.8216796,111,97.01374816894531
1615638018.6490726,112,96.33499908447266
1615638043.5376089,113,96.63874816894531
1615638068.7108238,114,96.68374633789062
1615638093.6087463,115,96.70999908447266
1615638118.882815,116,96.60749816894531
1615638144.3564353,117,96.8125
1615638169.6148298,118,97.0
1615638194.8795063,119,96.30374908447266
1615638220.1532671,120,96.91124725341797
1615638245.3271441,121,97.08499908447266
1615638270.577664,122,97.03125
1615638296.0359461,123,96.78125
1615638321.5593433,124,96.8125
1615638346.9993231,125,97.03125
1615638372.2034097,126,97.0
1615638397.306457,127,97.0625
1615638422.6624718,128,96.87124633789062
1615638448.0544279,129,96.97374725341797
1615638473.3383,130,96.96875
1615638498.4373322,131,97.28125
1615638523.5631807,132,96.71875
1615638548.778044,133,97.24124908447266
1615638573.9142642,134,96.80374908447266
1615638599.011164,135,96.71875
1615638624.221575,136,97.09375
1615638649.4363618,137,96.96875
1615638674.597743,138,97.08499908447266
1615638699.5960727,139,97.21875
1615638724.6938896,140,97.15625
1615638749.8382869,141,97.09375
1615638775.1323829,142,97.17874908447266
1615638800.1598647,143,97.09375
1615638825.4626436,144,97.34375
1615638850.6917946,145,97.55374908447266
1615638875.7950804,146,97.05374908447266
1615638900.9847746,147,97.36624908447266
1615638926.1329207,148,96.99124908447266
1615638951.3758276,149,97.4375
1615638976.4251792,150,96.99124908447266
1615639001.5551023,151,97.17874908447266
1615639026.8814952,152,96.87999725341797
1615639052.0449746,153,96.89749908447266
1615639077.3258197,154,97.125
1615639102.2756371,155,97.28125
1615639127.1304488,156,97.125
1615639152.128323,157,97.21875
1615639177.0153015,158,96.67874908447266
1615639201.999663,159,96.76374816894531
1615639226.8030274,160,97.14749908447266
1615639251.9886491,161,97.05374908447266
1615639276.783674,162,97.21875
1615639301.6099129,163,97.13874816894531
1615639326.3886244,164,97.28125
1615639351.1460955,165,97.30874633789062
1615639376.1063201,166,97.11624908447266
1615639401.1239767,167,96.99124908447266
1615639426.0021625,168,97.16999816894531
1615639450.9048011,169,97.12999725341797
1615639475.7168694,170,97.3125
1615639500.648472,171,97.14749908447266
1615639525.5084207,172,97.0625
1615639550.4415069,173,97.25
1615639575.1654236,174,97.34375
1615639599.9296627,175,97.28125
1615639624.708344,176,97.40625
1615639649.5949035,177,97.25
1615639674.5815172,178,96.88874816894531
1615639699.509431,179,97.14749908447266
1615639724.4133859,180,97.41999816894531
1615639749.5602407,181,97.04499816894531
1615639774.567729,182,97.17874908447266
1615639799.5229738,183,97.53125
1615639824.6024427,184,97.5
1615639849.9311833,185,97.0625
1615639875.158602,186,97.18374633789062
1615639900.2041993,187,97.17874908447266
1615639925.3713276,188,97.52249908447266
1615639950.3329945,189,97.27249908447266
1615639975.407036,190,97.59375
1615640000.5334795,191,96.84375
1615640025.6211336,192,97.4375
1615640050.9065986,193,97.28125
1615640076.0238686,194,97.49124908447266
1615640101.2206328,195,97.34375
1615640126.5143347,196,97.25
1615640151.7246335,197,97.21875
1615640177.2203064,198,97.24124908447266
1615640202.7573574,199,97.59375
1615640228.2132487,200,97.15625
